,0
0,You
1,might
2,have
3,used
4,SessionAuthentication
5,and
6,session
7,auth
8,checks
9,for
10,the
11,csrf_token
12,always
13,and
14,you
15,can
16,avoid
17,the
18,checks
19,by
20,exempting
21,but
22,Lets
23,not
24,do
25,that
26,.
27,I
28,think
29,you
30,can
31,keep
32,both
33,Authentication
34,classes
35,.
36,or
37,just
38,TokenAuthentication
39,.
40,ie
41,","
42,And
43,If
44,you
45,are
46,not
47,going
48,for
49,TokenAuth
50,and
51,just
52,the
53,session
54,Auth
55,.
56,you
57,can
58,always
59,pass
60,csrf_token
61,via
62,X
63,-CSRFToken
64,header
65,.
66,Or
67,you
68,just
69,can
70,go
71,for
72,csrf_except
73,things
74,.
75,which
76,will
77,avoid
78,the
79,csrf
80,missing
81,issues
82,.
83,This
84,should
85,work
86,.
87,Also
88,refer
89,the
90,links
91,below
92,.
93,ref
94,:
95,https
96,://stackoverflow.com/a/26639895/3520792
97,ref
98,:
99,https
100,://stackoverflow.com/a/30875830/3520792
