,0
0,One
1,big
2,disadvantage
3,of
4,Java
5,'s
6,tracing
7,GC
8,is
9,that
10,from
11,time
12,to
13,time
14,it
15,will
16,"""stop"
17,the
18,world
19,""""
20,and
21,freeze
22,the
23,application
24,for
25,a
26,relatively
27,long
28,time
29,to
30,do
31,a
32,full
33,GC
34,.
35,If
36,the
37,heap
38,is
39,big
40,and
41,the
42,the
43,object
44,tree
45,complex
46,","
47,it
48,will
49,freeze
50,for
51,a
52,few
53,seconds
54,.
55,Also
56,each
57,full
58,GC
59,visits
60,the
61,whole
62,object
63,tree
64,over
65,and
66,over
67,again
68,","
69,something
70,that
71,is
72,probably
73,quite
74,inefficient
75,.
76,Another
77,drawback
78,of
79,the
80,way
81,Java
82,does
83,GC
84,is
85,that
86,you
87,have
88,to
89,tell
90,the
91,jvm
92,what
93,heap
94,size
95,you
96,want
97,(if
98,the
99,default
100,is
101,not
102,good
103,enough
104,);
105,the
106,JVM
107,derives
108,from
109,that
110,value
111,several
112,thresholds
113,that
114,will
115,trigger
116,the
117,GC
118,process
119,when
120,there
121,is
122,too
123,much
124,garbage
125,stacking
126,up
127,in
128,the
129,heap
130,.
131,I
132,presume
133,that
134,this
135,is
136,actually
137,the
138,main
139,cause
140,of
141,the
142,jerky
143,feeling
144,of
145,Android
146,(based
147,on
148,Java
149,"),"
150,even
151,on
152,the
153,most
154,expensive
155,cellphones
156,","
157,in
158,comparison
159,with
160,the
161,smoothness
162,of
163,iOS
164,(based
165,on
166,ObjectiveC
167,","
168,and
169,using
170,RC
171,).
172,I
173,'d
174,love
175,to
176,see
177,a
178,jvm
179,option
180,to
181,enable
182,RC
183,memory
184,management
185,","
186,and
187,maybe
188,keeping
189,GC
190,only
191,to
192,run
193,as
194,a
195,last
196,resort
197,when
198,there
199,is
200,no
201,more
202,memory
203,left
204,.
