,0
0,Assuming
1,your
2,using
3,"mod_python:
Or:
http://www.modpython.org/live/current/doc-html/pyapi-mprequest-mem.html
content_type
String. The content type. Mod_python maintains an
  internal flag (req._content_type_set)"
4,to
5,keep
6,track
7,of
8,whether
9,content_type
10,was
11,set
12,manually
13,from
14,within
15,Python
16,.
17,The
18,publisher
19,handler
20,uses
21,this
22,flag
23,in
24,the
25,following
26,"way: when content_type isn't
  explicitly set, it attempts to guess the content type by examining the
  first few bytes of the output.
If you just want to have pretty xml output in a text file, use BeautifulSoup prettify()"
27,on
28,the
29,xml
30,.
