,0
0,I
1,'m
2,trying
3,to
4,send
5,and
6,email
7,including
8,Arabic
9,and
10,Persian
11,characters
12,","
13,using
14,smtplib
15,.
16,The
17,Following
18,is
19,my
20,Function
21,:
22,and
23,","
24,I
25,get
26,the
27,following
28,error
29,:
30,Any
31,ideas
32,on
33,how
34,to
35,fix
36,it
37,?
