,0
0,How
1,do
2,you
3,run
4,a
5,Python
6,script
7,from
8,within
9,Notepad
10,++
11,that
12,opens
13,in
14,Windows
15,Powershell
16,and
17,runs
18,the
19,script
20,from
21,the
22,directory
23,that
24,the
25,Python
26,script
27,is
28,located
29,even
30,if
31,there
32,is
33,a
34,space
35,in
36,the
37,directory
38,path
39,.
