,0
0,Is
1,manual
2,construction
3,acceptable
4,?
5,If
6,you
7,subtract
8,the
9,two
10,datetimes
11,you
12,'ll
13,get
14,a
15,timedelta
16,object
17,.
18,Then
19,just
20,grab
21,the
22,values
23,from
24,that
25,:
