,0
0,I
1,need
2,to
3,wrap
4,a
5,simply
6,fortran90
7,code
8,with
9,f2py
10,.
11,The
12,fortran
13,module
14,"""test.f90"""
15,is
16,and
17,then
18,I
19,wrap
20,it
21,with
22,but
23,when
24,I
25,import it
26,in
27,python
28,it
29,prompted
30,me
31,with
32,error
33,saying
34,Any
35,ideas
36,on
37,how
38,to
39,fix
40,it
41,?
42,Thanks
43,.
