,0
0,I
1,was
2,looking
3,at
4,this
5,python
6,tutorial
7,and
8,in
9,the
10,generator
11,section
12,they
13,had
14,something
15,like
16,this
17,:
18,What
19,I
20,want
21,to
22,know
23,is
24,exactly
25,what
26,does
27,that
28,mean
29,and
30,is
31,there
32,any
33,other
34,letters
35,because
36,I
37,'ve
38,seen
39,%s
40,before
41,.
42,I
43,'ve
44,googled
45,everything
46,I
47,could
48,think
49,of
50,and
51,nothing
52,gave
53,me
54,an
55,answer
56,.
