,0
0,I
1,am
2,using
3,the
4,below
5,python
6,code
7,to
8,read
9,data
10,from
11,a
12,url
13,.
14,The
15,curl
16,command
17,from
18,unix
19,works
20,.
21,But
22,when
23,i
24,try
25,to
26,store
27,the
28,returned
29,json
30,in
31,a
32,python
33,variable
34,","
35,it
36,is
37,always
38,blank
39,.
40,Any
41,pointers
42,?
43,I
44,do
45,see
46,the
47,output
48,on
49,the
50,Spyder
51,Console
52,","
53,but
54,never
55,in
56,the
57,variable
58,.
59,EDIT
60,:
61,My
62,environment
63,details
64,.
65,I
66,am
67,on
68,Windows
69,7
70,","
71,executing
72,the
73,command
74,from
75,Anaconda
76,Spyder
77,IDE
78,.
