,0
0,So
1,I
2,have
3,a
4,working
5,sorting
6,algorithm
7,in
8,Python
9,.
10,(Its
11,exact
12,contents
13,are
14,irrelevant
15,to
16,this
17,question
18,.)
19,It
20,uses
21,a
22,list
23,called
24,'people'
25,containing
26,class
27,instances
28,","
29,and
30,the
31,function
32,is
33,hard
34,-coded
35,to
36,sort
37,that
38,list
39,by
40,a
41,specific
42,attribute
43,","
44,'wealth'.
45,Now
46,","
47,I
48,'d
49,like
50,to
51,generalize
52,the
53,function
54,so
55,I
56,could
57,sort
58,by
59,any
60,attribute
61,.
62,But
63,this
64,","
65,of
66,course
67,","
68,throws
69,an
70,error
71,","
72,because
73,it
74,doesn
75,'t
76,know
77,to
78,consider
79,'wealth'
80,as
81,a
82,class
83,attribute
84,.
85,So
86,","
87,how
88,is
89,this
90,possible
91,to
92,do
93,?
