,0
0,I
1,presume
2,you
3,are
4,using
5,PyYaml
6,.
7,load_all
8,is
9,for
10,loading
11,multiple
12,YAML
13,documents
14,in
15,a
16,single
17,file
18,","
19,and
20,so
21,always
22,returns
23,a
24,list
25,.
26,You
27,just
28,have
29,a
30,single
31,document
32,","
33,which
34,maps
35,to
36,a
37,Python
38,dict
39,","
40,so
41,you
42,should
43,just
44,use
45,load
46,.
