,0,1,2,3
0,,,,ellipsis
1,,,,flag
2,,,,#
3,,,,doctest:
4,,,,+ELLIPSIS
5,,,,is
6,,,,not
7,,,,required
8,,,,to
9,,,,use
10,,,,...
11,,,,in
12,,,,Traceback
13,,,,doctest
