,0
0,In
1,your
2,project
3,'s
4,settings
5,".py,"
6,just
7,add
8,this
9,at
10,beginning
11,.
12,Then
13,you
14,can
15,use
16,django
17,orm
18,","
19,remember
20,to
21,delete
22,the
23,middleware
24,you
25,don
26,'t
27,need
28,in
29,django
30,settings
31,.
