,0
0,I
1,want
2,to
3,change
4,Ubuntu
5,user
6,password
7,using
8,ssh
9,and
10,Python
11,.
12,Why
13,this
14,doesn
15,'t
16,work
17,?
18,I
19,can
20,'t
21,find
22,solution
23,(
