,0
0,by
1,here
2,","
3,Total
4,Emp
5,","
6,which
7,just
8,show
9,Employee
10,.empCount
11,remains
12,0
13,.
14,this
15,inherits
16,and
17,defines
18,the
19,Employee
20,","
21,and
22,adds
23,self
24,.empcount.
25,Which
26,as
27,a
28,result
29,","
30,adds
31,1
32,to
33,empCount
34,.
35,emp1
36,and
37,emp2
38,is
39,separate
40,object
41,and
42,affected
43,by
44,init
45,individually
46,","
47,which
48,makes
49,empCount
50,1
51,.
