,0
0,I
1,wrote
2,a
3,class
4,which
5,is
6,inherited
7,from
8,xml
9,.etree.ElementTree.Element
10,class
11,to
12,extend
13,that
14,class
15,with
16,methods
17,to
18,show
19,the
20,complete
21,tag
22,name
23,of
24,the
25,etree
26,element
27,and
28,an
29,easy
30,way
31,to
32,replace
33,the
34,complete
35,content
36,of
37,an
38,element
39,with
40,a
41,XML
42,value
43,from
44,a
45,string
46,..
47,In
48,the
49,init
50,method
51,of
52,the
53,new
54,class
55,i
56,just
57,want
58,to
59,have
60,a
61,copy
62,of
63,an
64,etree
65,Element
66,passed
67,as
68,parameter
69,when
70,instanciated
71,.
72,First
73,try
74,was
75,:
76,But
77,then
78,the
79,"""subtags"""
80,list
81,of
82,the
83,passed
84,"""Element"""
85,got
86,lost
87,.
88,The
89,solution
90,below
91,works
92,but
93,is
94,there
95,a
96,"""smarter"""
97,way
98,to
99,copy
100,the
101,complete
102,"""elem"""
103,into
104,the
105,new
106,object
107,?
