,0
0,MyClass1
1,You
2,may
3,want
4,to
5,do
6,the
7,addition
8,and
9,store
10,the
11,sum
12,in
13,the
14,__init__
15,()
16,method
17,to
18,avoid
19,having
20,it
21,recalculated
22,every
23,time
24,doAdd
25,()
26,is
27,called
28,.
29,And
30,like
31,@gragas
32,says
33,","
34,this
35,method
36,lets
37,you
38,store
39,the
40,data
41,for
42,later
43,use
44,in
45,other
46,methods
47,.
48,MyClass2
49,You
50,'re
51,not
52,using
53,any
54,object
55,oriented
56,features
57,here
58,","
59,so
60,it
61,might
62,as
63,well
64,just
65,be
66,a
67,regular
68,function
69,.
