,0
0,i
1,am
2,calling
3,mencoder
4,from
5,a
6,python
7,script
8,to
9,generate
10,a
11,movie
12,from
13,various
14,.png
15,"files:
mencoder gives me a 4KB out.avi and this output:
    C:\Windows\system32\cmd.exe /c python make_video.py
    executing mplayer\mencoder.exe mf://frames/out_*.png -mf type=png:w=800:h=600:fps=10 -ovc lavc -lavcopts vcodec=mpeg4:mbd=2:trell -oac copy -o out.avi
    MEncoder Sherpya-SVN-r34118-4.2.5 (C)"
16,2000
17,-2011
18,MPlayer
19,Team
20,"success: format: 16  data: 0x0 - 0x0
    MF file format detected.
    [mf] search expr: frames/out_*.png
    [mf] number of files: 129 (516)"
21,VIDEO:  [MPNG]  800x600  24bpp  10.000 fps    0.0 kbps ( 0.0 kbyte/s)
22,[V]
23,"filefmt:16  fourcc:0x474E504D  size:800x600  fps:10.000  ftime:=0.1000
    Opening video filter: [expand osd=1]
    Expand: -1 x -1, -1 ; -1, osd: 1, aspect: 0.000000, round: 1
    ==========================================================================
    Opening video decoder: [ffmpeg] FFmpeg's libavcodec codec family
    Selected video codec: [ffpng] vfm: ffmpeg (FFmpeg PNG)"
24,==========================================================================
25,Flushing
26,video
27,frames
28,.
29,Filters
30,have
31,not
32,been
33,configured
34,!
35,Empty
36,file
37,?
38,Writing
39,index
40,...
41,Writing
42,header
43,...
44,ODML: Aspect information not (yet?)
45,available
46,or
47,unspecified
48,","
49,not
50,writing
51,vprp
52,header
53,.
54,Video
55,stream:      nan kbit/s  (-2147483648 B/s)
56,size
57,:
58,0
59,bytes
60,0
61,.000
62,secs
63,0
64,frames
65,Please
66,help
67,.
