,0
0,I
1,have
2,a
3,class
4,called
5,Job
6,which
7,has
8,a
9,logger
10,and
11,jobs
12,go
13,off
14,do
15,something
16,and
17,logs
18,via
19,job
20,.logger.info()
21,but
22,when
23,i
24,have
25,multiple
26,jobs
27,i
28,.e.
29,thousands
30,","
31,it
32,'s
33,throwing
34,error
35,I
36,thought
37,every
38,time
39,I
40,logged
41,something
42,","
43,it
44,would
45,open
46,then
47,close
48,the
49,file
50,as
51,I
52,have
53,overwritten
54,emit
55,()
56,Is
57,there
58,a
59,pattern
60,/ways
61,to
62,have
63,thousands
64,of
65,loggers
66,?
