,0
0,For
1,input
2,files
3,you
4,could
5,use
6,fileinput
7,module
8,.
9,It
10,follows
11,common
12,convention
13,for
14,input
15,files
16,:
17,if
18,no
19,files
20,given
21,or
22,filename
23,is
24,'-'
25,it
26,reads
27,stdin
28,","
29,otherwise
30,it
31,reads
32,from
33,files
34,given
35,at
36,a
37,command
38,-line.
39,There
40,is
41,no
42,need
43,in
44,-f
45,and
46,--file
47,options
48,.
49,If
50,your
51,program
52,always
53,requires
54,an
55,input
56,file
57,then
58,it
59,is
60,not
61,an
62,option
63,.
64,-o
65,and
66,--output
67,is
68,used
69,to
70,specify
71,the
72,output
73,file
74,name
75,in
76,various
77,programs
78,.
79,optparse
80,argparse
81,argparse
82,module
83,allows
84,you
85,to
86,specify
87,explicitly
88,files
89,as
90,arguments
91,:
92,Note
93,:
94,I
95,'ve
96,added
97,--inplace
98,option
99,in
100,the
101,second
102,example
103,:
