,0
0,DynamoDB
1,'s
2,Query
3,operation
4,only
5,allows
6,you
7,to
8,specify
9,the
10,hash
11,and
12,range
13,keys
14,.
15,Scan
16,will
17,let
18,you
19,provide
20,other
21,fields
22,","
23,but
24,it
25,isn
26,'t
27,recommended
28,for
29,general
30,application
31,use
32,.
33,I
34,'m
35,not
36,familiar
37,with
38,boto
39,","
40,but
41,if
42,you
43,want
44,to
45,further
46,filter
47,your
48,results
49,","
50,you
51,'ll
52,have
53,to
54,query
55,if
56,you
57,can
58,","
59,then
60,post
61,-process
62,the
63,results
64,in
65,your
66,application
67,.
68,Otherwise
69,","
70,you
71,'ll
72,have
73,to
74,scan
75,","
76,which
77,would
78,allow
79,you
80,to
81,use
82,the
83,CONTAINS
84,comparison
85,on
86,one
87,field
88,at
89,a
90,time
91,.
92,You
93,can
94,'t
95,check
96,both
97,fields
98,at
99,the
100,same
101,time
102,because
103,the
104,name
105,would
106,have
107,to
108,be
109,found
110,in
111,both
112,fields
113,","
114,not
115,just
116,one
117,.
118,See
119,the
120,table
121,entries
122,called
123,ScanFilter
124,on
125,the
126,Scan
127,page
128,for
129,more
130,information
131,on
132,what
133,'s
134,possible
135,.
