,0
0,One
1,other
2,thing
3,that
4,an
5,RDBMS
6,generally
7,does
8,for
9,you
10,is
11,to
12,provide
13,concurrency
14,by
15,protecting
16,you
17,from
18,simultaneous
19,access
20,by
21,another
22,process
23,.
24,This
25,is
26,done
27,by
28,placing
29,locks
30,","
31,and
32,there
33,'s
34,some
35,overhead
36,from
37,that
38,.
39,If
40,you
41,'re
42,dealing
43,with
44,entirely
45,static
46,data
47,that
48,never
49,changes
50,","
51,and
52,especially
53,if
54,you
55,'re
56,in
57,a
58,basically
59,"""single"
60,user
61,""""
62,scenario
63,","
64,then
65,using
66,a
67,relational
68,database
69,doesn
70,'t
71,necessarily
72,gain
73,you
74,much
75,benefit
76,.
