,0
0,So
1,I
2,granted
3,all
4,privileges
5,to
6,root
7,in
8,MySQL
9,So
10,after
11,running
12,this
13,i
14,get
15,:
16,But
17,after
18,running
19,my
20,code
21,on
22,Pycharm
23,which
24,accesses
25,a
26,local
27,DB
28,","
29,I
30,'m
31,getting
32,this
33,:
34,I
35,'m
36,pretty
37,new
38,to
39,Python
40,and
41,MySQL
42,","
43,so
44,I
45,'m
46,gonna
47,need
48,pretty
49,simple
50,yet
51,detailed
52,advice
53,if
54,anyone
55,is
56,willing
57,to
58,help
59,.
60,Thanks
61,!
