,0
0,I
1,am
2,using
3,a
4,wxGenericDirCtrl
5,","
6,and
7,I
8,would
9,like
10,to
11,know
12,if
13,there
14,is
15,a
16,way
17,to
18,hide
19,directories
20,","
21,I
22,'d
23,especially
24,like
25,to
26,hide
27,siblings
28,of
29,parent
30,nodes
31,.
32,For
33,example
34,if
35,my
36,directory
37,structure
38,looks
39,like
40,this
41,:
42,If
43,my
44,currently
45,selected
46,directory
47,is
48,/a/c/d
49,is
50,there
51,any
52,way
53,to
54,hide
55,b
56,and
57,g
58,","
59,so
60,that
61,the
62,tree
63,looks
64,like
65,this
66,in
67,my
68,ctrl
69,:
70,I
71,'m
72,currently
73,working
74,with
75,a
76,directory
77,structure
78,that
79,has
80,lots
81,and
82,lots
83,directories
84,that
85,are
86,irrelevant
87,to
88,most
89,users
90,","
91,so
92,it
93,would
94,be
95,nice
96,to
97,be
98,able
99,to
100,clean
101,it
102,up
103,.
104,Edit
105,:
106,If
107,it
108,makes
109,a
110,difference
111,","
112,I
113,am
114,using
115,wxPython
116,","
117,and
118,so
119,far
120,","
121,I
122,have
123,only
124,tested
125,my
126,code
127,on
128,linux
129,using
130,the
131,GTK
132,backend
133,","
134,but
135,I
136,do
137,plan
138,to
139,make
140,it
141,multi
142,-platform
143,and
144,using
145,it
146,on
147,Windows
148,and
149,Mac
150,using
151,the
152,native
153,backends
154,.
