,0
0,Have
1,a
2,look
3,at
4,the
5,micro
6,webdevelopment
7,framework
8,Flask
9,.
10,From
11,the
12,docs
13,:
14,Just
15,save
16,it
17,as
18,hello
19,.py
20,or
21,something
22,similar
23,and
24,run
25,it
26,with
27,your
28,Python
29,interpreter
30,.
31,$
32,easy_install
33,Flask
34,$
35,python
36,hello
37,.py
38,*
39,Running
40,on
41,http
42,://127.0.0.1:5000/
