,0
0,To
1,answer
2,the
3,question
4,directly
5,","
6,yes
7,:
8,Notice
9,the
10,rewrite
11,of
12,create_dict
13,","
14,in
15,particular
16,assigning
17,it
18,as
19,a
20,classmethod
21,after
22,calling
23,it
24,during
25,class
26,creation
27,.
28,If
29,this
30,is
31,a
32,one
33,-shot
34,use
35,method
36,","
37,I
38,would
39,be
40,inclined
41,to
42,go
43,with
44,this
45,:
46,This
47,creates
48,all
49,the
50,names
51,","
52,and
53,creates
54,a
55,reverse
56,lookup
57,dictionary
58,","
59,in
60,one
61,nice
62,tidy
63,package
64,.
