,0
0,Your
1,example
2,is
3,a
4,strange
5,if
6,not
7,an
8,invalid
9,YAML
10,file
11,","
12,which
13,makes
14,it
15,a
16,bit
17,of
18,guess
19,work
20,what
21,is
22,going
23,on
24,here
25,.
26,The
27,reason
28,that
29,it
30,is
31,a
32,problematic
33,YAML
34,file
35,is
36,the
37,line
38,which
39,has
40,a
41,different
42,indentation
43,(i.e.
44,is
45,outdented
46,)
47,compared
48,to
49,the
50,lines
51,before
52,and
53,after
54,.
55,Up
56,until
57,LFSDetails
58,the
59,YAML
60,file
61,looks
62,like
63,it
64,has
65,a
66,mapping
67,at
68,the
69,top
70,level
71,.
72,So
73,the
74,intial
75,solution
76,might
77,be
78,to
79,just
80,push
81,LFSDetails
82,in
83,with
84,two
85,spaces
86,to
87,align
88,it
89,with
90,that
91,.
92,That
93,would
94,result
95,in
96,an
97,empty
98,string
99,as
100,its
101,literal
102,block
103,scalar
104,(introduced
105,with
106,|
107,and
108,your
109,code
110,seems
111,to
112,rely
113,on
114,YAML
115,as
116,text
117,block
118,within
119,YAML
120,.
121,So
122,it
123,looks
124,like
125,the
126,indentation
127,following
128,all
129,of
130,the
131,lines
132,following
133,LFSDetails
134,is
135,correct
136,.
137,For
138,your
139,error
140,message
141,to
142,appear
143,your
144,YAML
145,file
146,has
147,to
148,start
149,with
150,a
151,dash
152,(sequence
153,indicator
154,)
155,indented
156,3
157,"spaces:
gives this error (I stripped out the irrelevant intermediate mapping entries)"
158,.
159,This
160,however
161,parses
162,","
163,but
164,completely
165,drops
166,anything
167,after
168,the
169,outdentation
170,by
171,LFSDetails
172,"ยน:
gives you:
Because of the dash the mapping starting with Version: is the first element of a sequence/list and after that trying to access a list element with a string (LFSDetails)"
173,gets
174,you
175,the
176,error
177,.
178,You
179,should
180,therefore
181,first
182,clean
183,up
184,your
185,YAML
186,to
187,make
188,it
189,correct
190,.
191,I
192,also
193,suggest
194,to
195,include
196,the
197,start
198,of
199,document
200,marker
201,(---)
202,even
203,if
204,you
205,only
206,have
207,one
208,document
209,in
210,the
211,example
212,file
213,","
214,since
215,you
216,are
217,using
218,load_all
219,().
220,And
221,get
222,rid
223,of
224,the
225,extra
226,indentation
227,(i.e.
228,have
229,things
230,start
231,in
232,the
233,first
234,column
235,of
236,the
237,line
238,).
239,After
240,removing
241,any
242,spurious
243,sequence
244,starting
245,dashes
246,and
247,get
248,something
249,like
250,this
251,:
252,which
253,gets
254,you
255,as
256,output
257,:
258,ยน
259,This
260,was
261,done
262,using
263,ruamel
264,.yaml
265,of
266,which
267,I
268,am
269,the
270,author
271,.
272,It
273,is
274,an
275,enhanced
276,version
277,of
278,PyYAML
279,and
280,the
281,results
282,using
283,that
284,should
285,be
286,similar
287,.
