,0
0,After
1,sometime
2,I
3,found
4,out
5,the
6,problem
7,was
8,wrong
9,indentation
10,in
11,a
12,one
13,hot
14,vector
15,encoding
16,code
17,.
18,Also
19,I
20,reduced
21,the
22,size
23,of
24,my
25,dataset
26,Size
27,to
28,make
29,it
30,comply
31,faster
32,.
33,below
34,is
35,the
36,corrected
37,code
