,0
0,The
1,duration
2,objects
3,you
4,are
5,getting
6,are
7,timedelta
8,objects
9,.
10,Or
11,durations
12,from
13,one
14,timestamp
15,to
16,another
17,.
18,To
19,convert
20,them
21,to
22,a
23,total
24,number
25,of
26,microseconds
27,use
28,:
29,Then
30,calculate
31,the
32,standard
33,deviation
34,:
35,So
36,:
