,0
0,I
1,have
2,a
3,function
4,in
5,a
6,superclass
7,that
8,returns
9,a
10,new
11,version
12,of
13,itself
14,.
15,I
16,have
17,a
18,subclass
19,of
20,this
21,super
22,that
23,inherits
24,the
25,particular
26,function
27,","
28,but
29,would
30,rather
31,it
32,return
33,a
34,new
35,version
36,of
37,the
38,subclass
39,.
40,How
41,do
42,I
43,code
44,it
45,so
46,that
47,when
48,the
49,function
50,call
51,is
52,from
53,the
54,parent
55,","
56,it
57,returns
58,a
59,version
60,of
61,the
62,parent
63,","
64,but
65,when
66,it
67,is
68,called
69,from
70,the
71,child
72,","
73,it
74,returns
75,a
76,new
77,version
78,of
79,the
80,child
81,?
