,0
0,An
1,additional
2,benefit
3,for
4,Jython
5,","
6,at
7,least
8,for
9,some
10,","
11,is
12,it
13,lacks
14,the
15,GIL
16,(the
17,Global
18,Interpreter
19,Lock
20,)
21,and
22,uses
23,Java
24,'s
25,native
26,threads
27,.
28,This
29,means
30,that
31,you
32,can
33,run
34,pure
35,Python
36,code
37,in
38,parallel
39,","
40,something
41,not
42,possible
43,with
44,the
45,GIL
46,.
