,0
0,Input
1,File
2,-
3,input
4,.csv
5,Output
6,result
7,I
8,am
9,trying
10,to
11,solve
12,one
13,problem
14,according
15,to
16,above
17,input
18,","
19,output
20,.
21,So
22,far
23,I
24,can
25,read
26,only
27,first
28,block
29,Text
30,.
31,I
32,want
33,to
34,more
35,generic
36,function
37,so
38,possibly
39,I
40,will
41,only
42,initialise
43,the
44,variable
45,that
46,need
47,to
48,read
49,within
50,the
51,block
52,","
53,not
54,hard
55,coding
56,(e.g.
57,#######A
58,Result:#########)
59,and
60,furthermore
61,pass
62,the
63,block
64,info
65,to
66,another
67,function
68,that
69,will
70,sum
71,up
72,the
73,value
74,.
75,Any
76,suggestion
77,will
78,be
79,greatly
80,appreciate
81,.
82,Thanks
83,:)
