,0
0,I
1,found
2,an
3,explanation
4,here
5,by
6,googling
7,for
8,"""windows"
9,ini
10,""""
11,"""default"
12,section
13,"""."
14,Summary
15,:
16,whatever
17,you
18,put
19,in
20,the
21,[DEFAULT]
22,section
23,gets
24,propagated
25,to
26,every
27,other
28,section
29,.
30,Using
31,the
32,example
33,from
34,the
35,linked
36,website
37,","
38,let
39,'s
40,say
41,I
42,have
43,a
44,config
45,file
46,called
47,test1
48,.ini:
49,I
50,can
51,read
52,this
53,using
54,ConfigParser
55,:
56,But
57,I
58,notice
59,that
60,lh_server
61,is
62,the
63,same
64,in
65,both
66,sections
67,;
68,and
69,","
70,indeed
71,","
72,I
73,realise
74,that
75,it
76,will
77,be
78,the
79,same
80,for
81,most
82,hosts
83,I
84,might
85,add
86,.
87,So
88,I
89,can
90,do
91,this
92,","
93,as
94,test2
95,.ini:
96,Despite
97,the
98,sections
99,not
100,having
101,lh_server
102,keys
103,","
104,I
105,can
106,still
107,access
108,them
109,:
110,Read
111,the
112,linked
113,page
114,for
115,a
116,further
117,example
118,of
119,using
120,variable
121,substitution
122,in
123,the
124,DEFAULT
125,section
126,to
127,simplify
128,the
129,INI
130,file
131,even
132,more
133,.
