,0
0,There
1,is
2,something
3,that
4,is
5,tripping
6,me
7,up
8,with
9,models
10,","
11,and
12,I
13,guess
14,SQL
15,tables
16,in
17,general
18,.
19,Let
20,us
21,suppose
22,you
23,have
24,these
25,models
26,:
27,When
28,you
29,create
30,an
31,instance
32,of
33,Car
34,like
35,say
36,","
37,the
38,following
39,A
40,couple
41,questions
42,:
43,When
44,you
45,create
46,an
47,instance
48,of
49,Car
50,","
51,are
52,you
53,also
54,creating
55,an
56,instance
57,of
58,Manufacturer
59,as
60,a
61,by
62,-product?
63,Or
64,does
65,'honda'
66,need
67,to
68,exist
69,as
70,an
71,instance
72,already
73,.
74,If
75,not
76,","
77,is
78,there
79,a
80,way
81,to
82,make
83,an
84,instance
85,of
86,both
87,","
88,in
89,say
90,","
91,one
92,form
93,.
94,Can
95,I
96,make
97,calls
98,on
99,'civic'
100,for
101,things
102,pertaining
103,to
104,the
105,manufacture
106,?
107,For
108,example
109,","
110,could
111,I
112,get
113,the
114,'company_created'
115,data
116,from
117,the
118,civic
119,instance
120,?
121,If
122,not
123,","
124,why
125,bother
126,having
127,the
128,relationship
129,in
130,the
131,first
132,place
133,?
134,Thanks
135,so
136,much
137,in
138,advance
139,.
140,I
141,would
142,really
143,appreciate
144,a
145,thorough
146,answer
147,so
148,I
149,can
150,understand
151,models
152,and
153,relationships
154,fully
155,.
156,And
157,yes
158,","
159,I
160,have
161,read
162,the
163,docs
164,.
