,0
0,Seeing
1,how
2,you
3,are
4,calling
5,this
6,routine
7,might
8,help
9,","
10,as
11,would
12,definitions
13,of
14,self
15,.k0
16,and
17,self
18,.hq_func.
19,What
20,is
21,the
22,purpose
23,of
24,as
25,opposed
26,to
27,?
28,In
29,general
30,","
31,there
32,are
33,many
34,potential
35,cases
36,for
37,which
38,a
39,change
40,in
41,the
42,value
43,for
44,p
45,[0]
46,will
47,change
48,the
49,residual
50,.
51,That
52,makes
53,it
54,hard
55,to
56,determine
57,the
58,derivatives
59,","
60,which
61,is
62,likely
63,to
64,cause
65,unstable
66,results
67,.
68,Returning
69,Inf
70,would
71,definitely
72,cause
73,trouble
74,.
75,If
76,the
77,idea
78,is
79,to
80,put
81,upper
82,and
83,/or
84,lower
85,bounds
86,on
87,the
88,value
89,a
90,parameter
91,may
92,take
93,","
94,you
95,may
96,find
97,the
98,lmfit
99,package
100,(http://lmfit.github.io/lmfit-py/)
101,helpful
102,.
