,0
0,Perhaps
1,the
2,weight
3,parameter
4,would
5,be
6,of
7,help
8,in
9,your
10,problem
11,.
12,Or
13,","
14,as
15,tcaswell
16,said
17,","
18,you
19,could
20,just
21,make
22,a
23,bar
24,plot
25,and
26,change
27,the
28,x
29,-axis.
30,Using
31,matplotlib
32,how
33,could
34,I
35,plot
36,a
37,histogram
38,with
39,given
40,data
41,in
42,python
43,Is
44,a
45,link
46,.
