,0
0,As
1,per
2,documentation
3,boto3
4,"""The"
5,number
6,of
7,items
8,in
9,the
10,specified
11,table
12,.
13,DynamoDB
14,updates
15,this
16,value
17,approximately
18,every
19,six
20,hours
21,.
22,Recent
23,changes
24,might
25,not
26,be
27,reflected
28,in
29,this
30,value
31,"."""
32,or
33,you
34,can
35,use
36,DescribeTable
37,:
