,0
0,Use
1,zip
2,to
3,group
4,"[1, 4, 7, 10]"
5,"....[2,5,8,11]:"
6,Use
7,map
8,to
9,generate
10,the
11,new
12,"list:
If you are using python3.x, you need list(map...)"
13,to
14,get
15,the
16,list
17,.
