,0
0,It
1,'s
2,not
3,working
4,because
5,you
6,are
7,only
8,extracting
9,one
10,word
11,after
12,you
13,split
14,:
15,due
16,to
17,[3]
18,.
19,Try
20,[3:]
21,instead
22,.
23,Ah
24,","
25,but
26,that
27,still
28,won
29,'t
30,be
31,enough
32,","
33,because
34,you
35,'ll
36,get
37,a
38,list
39,of
40,lists
41,","
42,when
43,you
44,want
45,a
46,list
47,of
48,strings
49,.
50,So
51,you
52,also
53,need
54,to
55,use
56,join
57,.
58,Now
59,your
60,only
61,difficulty
62,is
63,dealing
64,with
65,irregular
66,street
67,addresses
68,","
69,e
70,.g.
71,people
72,who
73,don
74,'t
75,have
76,a
77,house
78,number
79,","
80,or
81,several
82,words
83,in
84,the
85,street
86,name
87,.
88,I
89,have
90,no
91,solution
92,for
93,that
94,!
