,0
0,I
1,have
2,a
3,dataframe
4,and
5,I
6,grouped
7,it
8,by
9,two
10,keys
11,df
12,".groupby(['key1',key2'])."
13,For
14,each
15,key2
16,entry
17,","
18,how
19,do
20,I
21,display
22,the
23,its
24,percent
25,of
26,key1
27,values
28,?
