,0
0,As
1,per
2,java
3,you
4,can
5,use
6,following
7,code
8,for
9,clicking
10,save
11,as
12,link
13,and
14,click
15,save
16,in
17,new
18,window
19,As
20,per
21,your
22,question
23,you
24,need
25,python
26,code
27,so
28,you
29,can
30,convert
31,this
32,code
33,in
34,python
35,by
36,using
37,this
38,link
39,https
40,://pypi.python.org/pypi/py_robot/0.1
