,0
0,In
1,os
2,there
3,'s
4,a
5,function
6,os
7,.path.islink(PATH)
8,which
9,checks
10,if
11,PATH
12,is
13,symlink
14,.
15,But
16,if
17,fails
18,when
19,PATH
20,is
21,a
22,symlink
23,to
24,some
25,directory
26,.
27,Instead
28,--
29,python
30,thinks
31,it
32,is
33,directory
34,(os.path.isdir(PATH)).
35,So
36,how
37,do
38,I
39,check
40,if
41,a
42,dir
43,is
44,link
45,?
46,Edit
47,:
48,Here
49,'s
50,what
51,bash
52,thinks
53,:
54,and
55,here
56,'s
57,what
58,python
59,thinks
60,:
