,0
0,The
1,element
2,was
3,clicked
4,and
5,I
6,didn
7,'t
8,get
9,any
10,error
11,but
12,the
13,popup
14,"(""add"
15,featured
16,photos
17,""""
18,popup
19,in
20,Facebook
21,)
22,is
23,still
24,there
25,.
26,It
27,is
28,not
29,closed
30,.
31,This
32,is
33,html
34,"code:
And this is my code:
How to click ""save"" button to close popup ? Thank you very much :)"
