,0
0,For
1,large
2,files
3,","
4,what
5,I
6,did
7,was
8,read
9,the
10,file
11,line
12,by
13,line
14,and
15,read
16,each
17,line
18,into
19,an
20,array
21,.
22,Then
23,","
24,once
25,the
26,array
27,reached
28,a
29,certain
30,size
31,","
32,append
33,it
34,to
35,a
36,new
37,file
38,.
