,0
0,Subprocess
1,.Popen
2,is
3,definitely
4,what
5,you
6,want
7,if
8,the
9,"""worker"""
10,process
11,is
12,an
13,executable
14,.
15,Threading
16,is
17,what
18,you
19,need
20,when
21,you
22,need
23,things
24,to
25,happen
26,asynchronously
27,","
28,and
29,multiprocessing
30,is
31,what
32,you
33,need
34,if
35,you
36,want
37,to
38,take
39,advantage
40,of
41,multiple
42,cores
43,for
44,the
45,improved
46,performance
47,(although
48,you
49,will
50,likely
51,find
52,yourself
53,also
54,using
55,threads
56,at
57,the
58,same
59,time
60,as
61,they
62,handle
63,asynchronous
64,output
65,of
66,multiple
67,parallel
68,processes
69,).
70,The
71,main
72,limitation
73,of
74,multiprocessing
75,is
76,passing
77,information
78,.
79,When
80,a
81,new
82,process
83,is
84,spawned
85,","
86,an
87,entire
88,separate
89,instance
90,of
91,the
92,python
93,interpreter
94,is
95,started
96,with
97,it
98,'s
99,own
100,independent
101,memory
102,allocation
103,.
104,The
105,result
106,of
107,this
108,is
109,variables
110,changed
111,by
112,one
113,process
114,won
115,'t
116,be
117,changed
118,for
119,other
120,processes
121,.
122,For
123,this
124,functionality
125,you
126,need
127,shared
128,memory
129,objects
130,(also
131,provided
132,by
133,multiprocessing
134,module
135,).
136,One
137,implementation
138,I
139,have
140,done
141,was
142,a
143,parent
144,process
145,that
146,started
147,several
148,worker
149,processes
150,and
151,passed
152,them
153,both
154,an
155,input
156,queue
157,","
158,and
159,an
160,output
161,queue
162,.
163,The
164,function
165,given
166,to
167,the
168,child
169,processes
170,was
171,a
172,loop
173,designed
174,to
175,do
176,some
177,calculations
178,on
179,the
180,inputs
181,pulled
182,from
183,the
184,input
185,queue
186,and
187,then
188,spit
189,them
190,out
191,to
192,the
193,output
194,queue
195,.
196,I
197,then
198,designated
199,a
200,special
201,input
202,that
203,the
204,child
205,would
206,recognize
207,to
208,end
209,the
210,loop
211,and
212,terminate
213,the
214,process
215,.
216,On
217,your
218,edit
219,-
220,Popen
221,will
222,start
223,the
224,other
225,process
226,in
227,parallel
228,","
229,as
230,will
231,multiprocessing
232,.
233,If
234,you
235,need
236,the
237,child
238,process
239,to
240,communicate
241,with
242,the
243,executable
244,","
245,be
246,sure
247,to
248,pass
249,the
250,file
251,stream
252,handles
253,to
254,the
255,child
256,process
257,somehow
258,.
