,0
0,You
1,can
2,use
3,Cairo
4,(with
5,PyCairo
6,"),"
7,which
8,has
9,support
10,for
11,rendering
12,SVGs
13,.
14,The
15,PyGame
16,webpage
17,has
18,a
19,HOWTO
20,for
21,rendering
22,into
23,a
24,buffer
25,with
26,a
27,Cairo
28,","
29,and
30,using
31,that
32,buffer
33,directly
34,with
35,PyGame
36,.
