,0
0,I
1,have
2,got
3,an
4,excel
5,file
6,","
7,that
8,was
9,created
10,by
11,some
12,rather
13,old
14,soft
15,.
16,This
17,file
18,couldn
19,'t
20,be
21,opened
22,in
23,OpenOffice
24,(some
25,encoding
26,errors
27,)
28,and
29,in
30,Excel
31,2010
32,at
33,first
34,it
35,could
36,only
37,be
38,opened
39,in
40,Protected
41,View
42,.
43,When
44,I
45,tried
46,to
47,open
48,it
49,by
50,"xlrd:
I got an error:
Same thing with encoding by cp1252, utf-7. utf_16_le, that was adviced in similar topic returns 
Without encoding I got additional string in traceback 
After saving file in Excel 2010 (in xlsx)"
51,format
52,this
53,problem
54,had
55,disappeared
56,-
57,file
58,can
59,be
60,opened
61,both
62,in
63,xlrd
64,and
65,OO
66,.
67,Is
68,there
69,any
70,way
71,to
72,open
73,such
74,file
75,by
76,xlrd
77,without
78,resaving
79,?
80,Upd
81,.
82,There
83,is
84,no
85,such
86,problem
87,for
88,python2
89,.7
90,xlrd
91,.
92,However
93,I
94,still
95,don
96,'t
97,know
98,what
99,'s
100,wrong
101,with
102,python3
103,.3
104,xlrd
105,.
