,0
0,I
1,would
2,like
3,to
4,crop
5,out
6,an
7,image
8,from
9,an
10,existing
11,image
12,.
13,I
14,'ve
15,taken
16,an
17,image
18,and
19,applied
20,monochrome
21,on
22,it
23,with
24,threshold
25,98
26,%
27,using
28,imagemagick
29,(is
30,this
31,doable
32,in
33,openCV
34,?)
35,The
36,resulting
37,image
38,is
39,this
40,:
41,Now
42,from
43,this
44,Image
45,I
46,would
47,like
48,to
49,crop
50,out
51,another
52,image
53,so
54,that
55,the
56,final
57,image
58,looks
59,like
60,this
61,:
62,Question
63,How
64,can
65,I
66,do
67,this
68,in
69,OpenCV
70,?
71,Note
72,","
73,the
74,only
75,reason
76,I
77,want
78,to
79,crop
80,the
81,image
82,is
83,so
84,that
85,I
86,can
87,use
88,this
89,answer
90,to
91,get
92,the
93,part
94,of
95,the
96,text
97,.
98,If
99,there
100,is
101,no
102,need
103,to
104,crop
105,out
106,a
107,new
108,image
109,and
110,instead
111,just
112,concentrate
113,on
114,black
115,part
116,of
117,the
118,image
119,to
120,begin
121,with
122,","
123,that
124,would
125,be
126,great
127,.
