,0
0,It
1,'s
2,not
3,eclipse
4,","
5,but
6,ActiveState
7,'s
8,ActivePython
9,FAQ
10,mentions
11,the
12,freeze
13,utility
14,","
15,which
16,sounds
17,like
18,it
19,might
20,be
21,close
22,to
23,what
24,you
25,'re
26,asking
27,for
28,.
