,0
0,I
1,want
2,to
3,make
4,a
5,program
6,that
7,parses
8,a
9,.map
10,file
11,and
12,I
13,can
14,'t
15,figure
16,out
17,what
18,regular
19,expression
20,should
21,I
22,use
23,to
24,identify
25,the
26,name
27,of
28,a
29,section
30,.
31,.text
32,00040000
33,00000d7e
34,I
35,want
36,to
37,get
38,.text
39,string
40,from
41,this
42,line
43,.
44,There
45,is
46,no
47,other
48,(whitespace
49,character
50,)
51,before
52,it
53,.
54,What
55,regular
56,expression
57,should
58,I
59,use
60,?
