,0
0,Your
1,render
2,is
3,not
4,considered
5,if
6,you
7,do
8,not
9,return
10,a
11,value
12,for
13,renderer
14,but
15,return
16,a
17,response
18,or
19,exception
20,-
21,so
22,do
23,not
24,expect
25,json
26,on
27,the
28,output
29,unless
30,your
31,error
32,handler
33,supports
34,that
35,.
36,You
37,can
38,do
39,something
40,like
41,this
42,"instead:
And then you can retrieve the JSON in your error handler and use angular.fromJson()"
43,to
44,read
45,it
46,.
