,0
0,From
1,context
2,","
3,it
4,sounds
5,like
6,you
7,'re
8,trying
9,to
10,run
11,your
12,app
13,on
14,the
15,dev_appserver
16,.
17,The
18,dev_appserver
19,does
20,not
21,yet
22,support
23,the
24,Python
25,2
26,.7
27,runtime
28,;
29,for
30,now
31,you
32,'ll
33,have
34,to
35,do
36,your
37,development
38,and
39,testing
40,on
41,appspot
42,.
