,0
0,The
1,Python
2,manual
3,has
4,this
5,to
6,say
7,about
8,id
9,():
10,Return
11,the
12,``identity''
13,of
14,an
15,object
16,.
17,This
18,is
19,an
20,integer
21,(or
22,long
23,integer
24,)
25,which
26,is
27,guaranteed
28,to
29,be
30,unique
31,and
32,constant
33,for
34,this
35,object
36,during
37,its
38,lifetime
39,.
40,Two
41,objects
42,with
43,non
44,-overlapping
45,lifetimes
46,may
47,have
48,the
49,same
50,id
51,()
52,value
53,.
54,(Implementation
55,"note:
  this is the address of the object.)"
56,So
57,in
58,CPython
59,","
60,this
61,will
62,be
63,the
64,address
65,of
66,the
67,object
68,.
69,No
70,such
71,guarantee
72,for
73,any
74,other
75,Python
76,interpreter
77,","
78,though
79,.
80,Note
81,that
82,if
83,you
84,'re
85,writing
86,a
87,C
88,extension
89,","
90,you
91,have
92,full
93,access
94,to
95,the
96,internals
97,of
98,the
99,Python
100,interpreter
101,","
102,including
103,access
104,to
105,the
106,addresses
107,of
108,objects
109,directly
110,.
