,0
0,In
1,python
2,3
3,I
4,have
5,a
6,line
7,asking
8,for
9,input
10,that
11,will
12,then
13,look
14,in
15,an
16,imported
17,dictionary
18,and
19,then
20,list
21,all
22,their
23,inputs
24,that
25,appear
26,in
27,the
28,dictionary
29,.
30,My
31,problem
32,is
33,when
34,I
35,run
36,the
37,code
38,and
39,put
40,in
41,the
42,input
43,it
44,will
45,only
46,return
47,the
48,last
49,word
50,I
51,input
52,.
53,For
54,example
55,the
56,dictionary
57,contains
58,"(AIR,"
59,AMA
60,)
61,and
62,if
63,I
64,input
65,"(AIR,"
66,AMA
67,)
68,it
69,will
70,only
71,return
72,AMA
73,.
74,Any
75,information
76,to
77,resolve
78,this
79,would
80,be
81,very
82,helpful
83,!
84,The
85,dictionary
86,:
87,The
88,Code
89,:
