,0
0,I
1,get
2,two
3,tables
4,","
5,data_table
6,and
7,old_data_table
8,for
9,example
10,","
11,they
12,contains
13,exactly
14,the
15,same
16,structure
17,.
18,data_table
19,contains
20,only
21,1
22,month
23,data
24,.
25,say
26,from
27,'2011-10-01'
28,to
29,now
30,.
31,old_data_table
32,contains
33,the
34,rest
35,data
36,.
37,Now
38,if
39,I
40,have
41,to
42,query
43,data
44,between
45,day
46,'2011-09-01'
47,to
48,day
49,"'2011-10-07',"
50,is
51,there
52,a
53,way
54,to
55,query
56,it
57,from
58,both
59,table
60,and
61,combine
62,results
63,in
64,django
65,?
