,0
0,I
1,am
2,trying
3,to
4,select
5,multiple
6,objects
7,using
8,mouse
9,just
10,like
11,in
12,windows
13,click
14,and
15,drag
16,.
17,i
18,am
19,using
20,tkinter
21,in
22,python
23,to
24,buils
25,this
26,gui
27,.
28,i
29,am
30,creating
31,objects
32,as
33,shown
34,in
35,below
36,code
37,.
38,what
39,i
40,am
41,trying
42,to
43,do
44,is
45,if
46,i
47,drag
48,my
49,mouse
50,over
51,multiple
52,objects
53,some
54,def
55,should
56,return
57,the
58,tags
59,of
60,the
61,objects
62,.
63,how
64,can
65,i
66,do
67,this
68,.
69,Thank
70,you
