,0
0,I
1,have
2,often
3,found
4,that
5,learning
6,another
7,language
8,","
9,especially
10,a
11,dynamically
12,typed
13,language
14,","
15,can
16,teach
17,you
18,things
19,about
20,other
21,languages
22,and
23,make
24,you
25,an
26,overall
27,better
28,programmer
29,.
30,Learning
31,ruby
32,","
33,for
34,example
35,","
36,will
37,teach
38,you
39,Object
40,Oriented
41,programming
42,in
43,ways
44,Java
45,wont
46,","
47,and
48,vice
49,versa
50,.
51,All
52,in
53,all
54,","
55,I
56,believe
57,that
58,it
59,is
60,better
61,to
62,be
63,a
64,well
65,rounded
66,programmer
67,than
68,stuck
69,in
70,a
71,single
72,language
73,.
74,It
75,makes
76,you
77,more
78,valuable
79,to
80,the
81,companies
82,/clients
83,you
84,work
85,for
86,.
