,0
0,You
1,could
2,create
3,a
4,metaclass
5,that
6,adds
7,behavior
8,when
9,a
10,class
11,is
12,created
13,","
14,but
15,your
16,use
17,-case
18,is
19,simple
20,enough
21,to
22,just
23,extract
24,the
25,dictionary
26,directly
27,when
28,you
29,need
30,it
31,:
