,0
0,It
1,just
2,isn
3,'t.
4,You
5,can
6,","
7,however
8,","
9,"do:
Adding a __len__()"
10,method
11,to
12,a
13,class
14,is
15,what
16,makes
17,the
18,len
19,()
20,magic
21,work
22,.
