,0
0,You
1,should
2,use
3,the
4,render
5,shortcut
6,.
7,views
8,.py
9,This
10,has
11,the
12,added
13,advantage
14,of
15,adding
16,the
17,request
18,instance
19,into
20,the
21,context
22,which
23,forces
24,the
25,use
26,of
27,RequestContext
28,.
29,Read
30,about
31,it
32,here
33,:
34,https
35,://docs.djangoproject.com/en/dev/topics/http/shortcuts/#render
