,0
0,I
1,want
2,a
3,list
4,of
5,URLs
6,that
7,will
8,download
9,artifacts
10,from
11,Artifactory
12,.
13,The
14,list
15,of
16,URLs
17,should
18,come
19,from
20,a
21,REST
22,query
23,.
24,I
25,am
26,successfully
27,calling
28,the
29,Artifactory
30,(3.2.2)
31,REST
32,API
33,for
34,various
35,data
36,I
37,need
38,.
39,In
40,one
41,case
42,","
43,I
44,am
45,doing
46,a
47,property
48,search
49,","
50,searching
51,for
52,artifacts
53,with
54,an
55,"""application_name"""
56,and
57,"""release_version""."
58,These
59,properties
60,were
61,added
62,by
63,TeamCity
64,when
65,the
66,artifacts
67,were
68,deployed
69,.
70,I
71,can
72,successfully
73,search
74,Artifactory
75,using
76,the
77,Artifactory
78,Property
79,Search
80,tool
81,in
82,the
83,web
84,console
85,","
86,and
87,I
88,can
89,successfully
90,search
91,with
92,those
93,same
94,terms
95,from
96,my
97,python
98,script
99,.
100,The
101,REST
102,call
103,returns
104,json
105,.
106,Within
107,that
108,json
109,is
110,an
111,array
112,of
113,dicts
114,","
115,and
116,each
117,of
118,those
119,is
120,a
121,{uri:
122,url
123,}.
124,All
125,good
126,","
127,but
128,not
129,quite
130,.
131,The
132,URL
133,returns
134,a
135,404
136,when
137,pasted
138,into
139,a
140,web
141,browser
142,.
143,By
144,walking
145,thru
146,the
147,url
148,","
149,I
150,discover
151,that
152,the
153,/api/storage
154,part
155,is
156,what
157,'s
158,throwing
159,off
160,the
161,browser
162,.
163,I
164,suspect
165,that
166,'s
167,because
168,this
169,URI
170,is
171,not
172,meant
173,for
174,browsers
175,","
176,but
177,for
178,another
179,REST
180,query
181,.
182,Sheesh
183,.
184,The
185,documentation
186,is
187,not
188,clear
189,on
190,this
191,.
192,It
193,sure
194,seems
195,like
196,I
197,should
198,be
199,able
200,to
201,get
202,a
203,proper
204,browser
205,URL
206,from
207,a
208,REST
209,call
210,.
211,Example
212,URL
213,:
214,"""http://ourserver.org:8081/artifactory/api/storage/our-releases/com/companyname/Training/1.7.4/Training.ipa"""
215,It
216,'s
217,easy
218,to
219,replace
220,"""/api/storage"""
221,with
222,"""/simple"""
223,in
224,that
225,URL
226,string
227,and
228,that
229,makes
230,the
231,URL
232,work
233,in
234,a
235,browser
236,.
237,I
238,just
239,think
240,it
241,'s
242,an
243,ugly
244,solution
245,.
246,I
247,mostly
248,think
249,I
250,'m
251,missing
252,something
253,","
254,perhaps
255,obvious
256,.
257,Suggestions
258,welcome
259,!
