,0
0,I
1,find
2,it
3,very
4,interesting
5,the
6,way
7,how
8,SQLAlchemy
9,constructing
10,query
11,strings
12,","
13,eg
14,:
15,As
16,far
17,as
18,I
19,can
20,see
21,","
22,there
23,applied
24,some
25,kind
26,of
27,Proxy
28,Pattern
29,.
30,In
31,my
32,small
33,project
34,I
35,need
36,to
37,make
38,similar
39,string
40,construction
41,using
42,OOP
43,approach
44,.
45,So
46,","
47,I
48,tried
49,to
50,reconstitute
51,this
52,behavior
53,.
54,Firstly
55,","
56,some
57,kind
58,of
59,object
60,","
61,one
62,of
63,plenty
64,similar
65,objects
66,:
67,All
68,methods
69,of
70,this
71,object
72,return
73,self
74,","
75,so
76,I
77,can
78,call
79,them
80,in
81,any
82,order
83,and
84,unlimited
85,number
86,of
87,times
88,.
89,Secondly
90,","
91,proxy
92,object
93,","
94,that
95,will
96,call
97,subject
98,'s
99,methods
100,if
101,it
102,'s
103,not
104,a
105,perform
106,method
107,","
108,which
109,calls
110,object
111,to
112,see
113,the
114,resulting
115,string
116,.
117,And
118,finally
119,:
120,What
121,can
122,you
123,say
124,about
125,this
126,implementation
127,?
128,Is
129,there
130,better
131,ways
132,to
133,make
134,the
135,desirable
136,amount
137,of
138,classes
139,that
140,would
141,make
142,such
143,a
144,string
145,cunstructing
146,with
147,the
148,same
149,syntax
150,?
151,PS
152,:
153,Sorry
154,for
155,my
156,english
157,","
158,it
159,'s
160,not
161,my
162,primary
163,language
164,.
