,0
0,I
1,'m
2,an
3,ubuntu
4,user
5,.
6,As
7,you
8,know
9,","
10,python
11,promt
12,is
13,a
14,very
15,useful
16,tool
17,.
18,And
19,I
20,want
21,to
22,replace
23,my
24,calculator
25,app
26,with
27,it
28,.
29,What
30,I
31,want
32,is
33,a
34,new
35,terminal
36,with
37,python
38,shell
39,running
40,on
41,it
42,to
43,show
44,up
45,when
46,I
47,press
48,a
49,key
50,combination
51,.
52,I
53,can
54,assign
55,scripts
56,to
57,shortcut
58,keys
59,with
60,compiz
61,-config
62,settings
63,manager
64,","
65,but
66,I
67,can
68,'t
69,get
70,the
71,result
72,I
73,want
74,.
75,'gnome-terminal;python3;'
76,launches
77,a
78,new
79,terminal
80,without
81,python
82,running
83,on
84,it
85,.
86,Looks
87,like
88,it
89,starts
90,python
91,in
92,background
93,on
94,tty7
95,.
96,So
97,how
98,can
99,I
100,get
101,the
102,result
103,I
104,want
105,.
