,0
0,I
1,was
2,wondering
3,if
4,there
5,is
6,an
7,easy
8,way
9,to
10,create
11,a
12,grid
13,of
14,checkboxes
15,using
16,Tkinter
17,.
18,I
19,am
20,trying
21,to
22,make
23,a
24,grid
25,of
26,10
27,rows
28,and
29,columns
30,(so
31,100
32,checkboxes
33,)
34,so
35,that
36,only
37,two
38,checkboxes
39,can
40,be
41,selected
42,per
43,row
44,.
45,Edit
46,:
47,I
48,'m
49,using
50,python
51,2
52,.7
53,with
54,spyder
55,What
56,I
57,have
58,so
59,far
60,:
61,I
62,'m
63,trying
64,to
65,use
66,state
67,='Disabled'
68,to
69,grey
70,out
71,a
72,row
73,once
74,two
75,checkboxes
76,have
77,been
78,selected
79,.
